Time;BuienRadar;OpenWeatherMap;AccuWeather;WeatherAPI;WeatherBitIO;Meteomatics;Aeris;Foreca
1652700864;0;0;0;0;0;-1000;-1000;-1000
1652708603;0;0;0;0;0;-1000;-1000;-1000
1652709001;0;0;0;0;0;-1000;-1000;-1000
1652709301;0;0;0;0;0;-1000;-1000;-1000
1652709601;0;0;0;0;0;-1000;-1000;-1000
1652709901;0;0;0;0;0;-1000;-1000;-1000
1652710201;0;0;0;0;0;-1000;-1000;-1000
1652710501;0;0;0;0;0;-1000;-1000;-1000
1652710801;0;0;0;0;0;-1000;-1000;-1000
1652711101;0;0;0;0;0;-1000;-1000;-1000
1652711401;0;0;0;0;0.892597;-1000;-1000;-1000
1652711701;0.2053525026457146;0;0;0;0.892597;-1000;-1000;-1000
1652712001;0.3924189758484536;0;0;0;0.486884;-1000;-1000;-1000
1652712301;0;0;0;0;0.486884;-1000;-1000;-1000
1652712601;0;0;0;0;0;-1000;-1000;-1000
1652712901;0;0;1;0;0;-1000;-1000;-1000
1652713201;0;0;0;0;0;-1000;-1000;-1000
1652713501;0;0;0;0;0;-1000;-1000;-1000
1652713801;0;0;0;0;0;-1000;-1000;-1000
1652719326;4.531583637600818;0;-1000;0;0.699121;-1000;-1000;-1000
1652719349;4.531583637600818;0;-1000;0;0.699121;-1000;-1000;-1000
1652719501;2.371373705661655;0;-1000;0;1.16272;-1000;-1000;-1000
1652719801;2.371373705661655;0;-1000;0;1.16272;-1000;-1000;-1000
1652720101;3.9241897584845358;0;-1000;0;0.578492;-1000;-1000;-1000
1652720401;2.0535250264571463;0;-1000;0;0.578492;-1000;-1000;-1000
1652720701;2.0535250264571463;0;-1000;0;0.578492;-1000;-1000;-1000
1652721001;2.0535250264571463;0;-1000;0;0.199905;-1000;-1000;-1000
1652721301;0;0;-1000;0;0.199905;-1000;-1000;-1000
1652721601;0;0;-1000;0;1.13344;-1000;-1000;-1000
1652721902;0;0;-1000;0;1.13344;-1000;-1000;-1000
1652722201;0;0;-1000;0;1.13344;-1000;-1000;-1000
1652722501;0;0;-1000;0;0;-1000;-1000;-1000
1652722801;0;0;-1000;0;0;-1000;-1000;-1000
1652723101;0;0;-1000;0;0.142193;-1000;-1000;-1000
1652723401;0;0;-1000;0;0.142193;-1000;-1000;-1000
1652723701;2.0535250264571463;0;-1000;0;0.142193;-1000;-1000;-1000
1652724001;0;0;-1000;0;0.494146;-1000;-1000;-1000
1652724301;0;0;-1000;0;0.494146;-1000;-1000;-1000
1652724601;0;0;-1000;0;0.494146;-1000;-1000;-1000
1652724901;0;0;-1000;0;0;-1000;-1000;-1000
