Time;BuienRadar;OpenWeatherMap;AccuWeather;WeatherAPI;WeatherBitIO;Meteomatics;Aeris;Foreca
1652700864;2.8;3.88;14.8;4.194444444444445;3.03454;-1000;-1000;-1000
1652708603;3.7;6.98;14.8;3.8055555555555554;4.96103;-1000;-1000;-1000
1652709001;5.4;6.98;14.8;3.8055555555555554;4.96103;-1000;-1000;-1000
1652709301;6.8;6.98;14.8;3.8055555555555554;4.96103;-1000;-1000;-1000
1652709601;6.8;6.98;14.8;6.305555555555555;4.96103;-1000;-1000;-1000
1652709901;5.5;6.98;14.8;6.305555555555555;4.96103;-1000;-1000;-1000
1652710201;5.5;6.98;14.8;6.305555555555555;4.96103;-1000;-1000;-1000
1652710501;5.5;6.98;14.8;6.305555555555555;4.96103;-1000;-1000;-1000
1652710801;5.2;6.98;14.8;6.305555555555555;4.96103;-1000;-1000;-1000
1652711101;4.1;6.98;18.5;6.305555555555555;4.96103;-1000;-1000;-1000
1652711401;5.3;6.98;18.5;6.305555555555555;4.63615;-1000;-1000;-1000
1652711701;5.3;6.98;18.5;6.305555555555555;4.63615;-1000;-1000;-1000
1652712001;5.3;7.82;18.5;6.305555555555555;4.63615;-1000;-1000;-1000
1652712301;4.7;7.82;18.5;6.305555555555555;4.63615;-1000;-1000;-1000
1652712601;4.7;7.82;18.5;6.305555555555555;4.63615;-1000;-1000;-1000
1652712901;4.7;7.82;18.5;6.305555555555555;4.63615;-1000;-1000;-1000
1652713201;6.2;7.82;18.5;7.611111111111111;4.63615;-1000;-1000;-1000
1652713501;7.7;7.82;18.5;7.611111111111111;4.63615;-1000;-1000;-1000
1652713801;7.7;7.82;18.5;7.611111111111111;4.63615;-1000;-1000;-1000
1652719326;7.4;6.66;-1000;7.611111111111111;3.211;-1000;-1000;-1000
1652719349;7.4;6.66;-1000;7.611111111111111;3.211;-1000;-1000;-1000
1652719501;7.4;6.66;-1000;7.611111111111111;3.211;-1000;-1000;-1000
1652719801;7.4;6.66;-1000;7.611111111111111;3.211;-1000;-1000;-1000
1652720101;6.4;6.66;-1000;7.611111111111111;3.211;-1000;-1000;-1000
1652720401;5.3;6.66;-1000;6.805555555555555;3.211;-1000;-1000;-1000
1652720701;5.3;6.66;-1000;6.805555555555555;3.211;-1000;-1000;-1000
1652721001;5.3;6.66;-1000;6.805555555555555;3.211;-1000;-1000;-1000
1652721301;2.8;6.66;-1000;6.805555555555555;3.211;-1000;-1000;-1000
1652721601;2.8;6.66;-1000;6.805555555555555;3.211;-1000;-1000;-1000
1652721902;3.6;6.66;-1000;6.805555555555555;3.211;-1000;-1000;-1000
1652722201;3.6;6.66;-1000;6.805555555555555;3.211;-1000;-1000;-1000
1652722501;4.0;6.51;-1000;6.805555555555555;3.79801;-1000;-1000;-1000
