;Time;BuienRadar;OpenWeatherMap;AccuWeather;WeatherAPI;WeatherBitIO;Meteomatics;Aeris;Foreca
56;1652730001;0;0;0;0;0;0;0;0
57;1652730301;0;0;0;0;0;0;0;0
58;1652730601;0;0;0;0;0;0;0;0
59;1652730901;0;0;0;0;0;0;0;0
60;1652731201;0;0;0;0;0;0;0;0
61;1652731501;0;0;0;0;0;0;0;0
62;1652731801;0;0;0;0;0;0;0;0
63;1652732101;0;0;0;0;0;0;0;0
64;1652732401;0;0;0;0;0;0;0;0
65;1652732701;0;0;0;0;0;0;0;0
66;1652733001;0;0;0;0;0;0;0;0
67;1652733301;0;0;0;0;0;0;0;0
68;1652733601;0;0;0;0;0;0;0;0
69;1652733901;0;0;0;0;0;0;0;0
70;1652734201;0;0;0;0;0;0;0;0
71;1652734501;0;0;0;0;0;0;0;0
72;1652734802;0;0;0;0;0;0;0;0
73;1652735101;0;0;0;0;0;0;0;0
74;1652735401;0;0;0;0;0;0;0;0
75;1652735701;0;0;0;0;0;0;0;0
76;1652736001;0;0;0;0;0;0;0;0
77;1652736301;0;0;0;0;0;0;0;0
78;1652736601;0;0;0;0;0;0;0;0
79;1652736901;0;0;0;0;0;0;0;0
80;1652737201;0;0;0;0;0;0;0;0
81;1652737501;0;0;0;0;0;0;0;0
82;1652737801;0;0;0;0;0;0;0;0
83;1652738101;0;0;0;0;0;0;0;0
84;1652738401;0;0;0;0;0;0;0;0
85;1652738701;0;0;0;0;0;0;0;0
86;1652739001;0;0;0;0;0;0;0;0
87;1652739301;0;0;0;0;0;0;0;0
88;1652739601;0;0;0;0;0;0;0;0
89;1652739901;0;0;0;0;0;0;0;0
90;1652740201;0;0;0;0;0;0;0;0
91;1652740501;0;0;0;0;0;0;0;0
92;1652740801;0;0;0;0;0;0;0;0
93;1652741101;0;0;0;0;0;0;0;0
94;1652741401;0;0;0;0;0;0;0;0
95;1652741701;0;0;0;0;0;0;0;0
96;1652742001;0;0;0;0;0;0;0;0
97;1652742301;0;0;0;0;0;0;0;0
98;1652742601;0;0;0;0;0;0;0;0
99;1652742901;0;0;0;0;0;0;0;0
100;1652743201;0;0;0;0;0;0;0;0
101;1652743501;0;0;0;0;0;0;0;0
102;1652743801;0;0;0;0;0;0;0;0
103;1652744101;0;0;0;0;0;0;0;0
104;1652744401;0;0;0;0;0;0;0;0
105;1652744702;0;0;0;0;0;0;0;0
106;1652745001;0;0;0;0;0;0;0;0
107;1652745302;0;0;0;0;0;0;0;0
108;1652745601;0;0;0;0;0;0;0;0
109;1652745901;0;0;0;0;0;0;0;0
110;1652746201;0;0;0;0;0;0;0;0
111;1652746501;0;0;0;0;0;0;0;0
112;1652746801;0;0;0;0;0;0;0;0
113;1652747101;0;0;0;0;0;0;0;0
114;1652747401;0;0;0;0;0;0;0;0
115;1652747701;0;0;0;0;0;0;0;0
116;1652748001;0;0;0;0;0;0;0;0
117;1652748301;0;0;0;0;0;0;0;0
118;1652748601;0;0;0;0;0;0;0;0
119;1652748901;0;0;0;0;0;0;0;0
120;1652749201;0;0;0;0;0;0;0;0
121;1652749501;0;0;0;0;0;0;0;0
122;1652749801;0;0;0;0;0;0;0;0
123;1652750101;0;0;0;0;0;0;0;0
124;1652750401;0;0;0;0;0;0;0;0
125;1652750701;0;0;0;0;0;0;0;0
126;1652751001;0;0;0;0;0;0;0;0
127;1652751301;0;0;0;0;0;0;0;0
128;1652751601;0;0;0;0;0;0;0;0
129;1652751901;0;0;0;0;0;0;0;0
