;Time;BuienRadar;OpenWeatherMap;AccuWeather;WeatherAPI;WeatherBitIO;Meteomatics;Aeris;Foreca
4772;1654147200;0;0;0;0;0;0;0;0
4773;1654147500;0;0;0;0;0;0;0;0
4774;1654147800;0;0;0;0;0;0;0;0
4775;1654148100;0;0;0;0;0;0;0;0
4776;1654148400;0;0;0;0;0;0;0;0
4777;1654148700;0;0;0;0;0;0;0;0
4778;1654149000;0;0;0;0;0;0;0;0
4779;1654149300;0;0;0;0;0;0;0;0
4780;1654149600;0;0;0;0;0;0;0;0
4781;1654149900;0;0;0;0;0;0;0;0
4782;1654150200;0;0;0;0;0;0;0;0
4783;1654150500;0;0;0;0;0;0;0;0
4784;1654150800;0;0;0;0;0;0;0;0
4785;1654151100;0;0;0;0;0;0;0;0
4786;1654151400;0;0;0;0;0;0;0;0
4787;1654151700;0;0;0;0;0;0;0;0
4788;1654152000;0;0;0;0;0;0;0;0
4789;1654152300;0;0;0;0;0;0;0;0
4790;1654152600;0;0;0;0;0;0;0;0
4791;1654152900;0;0;0;0;0;0;0;0
4792;1654153200;0;0;0;0;0;0;0;0
4793;1654153500;0;0;0;0;0;0;0;0
4794;1654153800;0;0;0;0;0;0;0;0
4795;1654154100;0;0;0;0;0;0;0;0
4796;1654154400;0;0;0;0;0;0;0;0
4797;1654154700;0;0;0;0;0;0;0;0
4798;1654155000;0;0;0;0;0;0;0;0
4799;1654155300;0;0;0;0;0;0;0;0
4800;1654155600;0;0;0;0;0;0;0;0
4801;1654155900;0;0;0;0;0;0;0;0
4802;1654156200;0;0;0;0;0;0;0;0
4803;1654156500;0;0;0;0;0;0;0;0
4804;1654156800;0;0;0;0;0;0;0;0
4805;1654157100;0;0;0;0;0;0;0;0
4806;1654157400;0;0;0;0;0;0;0;0
4807;1654157700;0;0;0;0;0;0;0;0
4808;1654158000;0;0;0;0;0;0;0;0
4809;1654158300;0;0;0;0;0;0;0;0
4810;1654158600;0;0;0;0;0;0;0;0
4811;1654158900;0;0;0;0;0;0;0;0
4812;1654159200;0;0;0;0;0;0;0;0
4813;1654159500;0;0;0;0;0;0;0;0
4814;1654159800;0;0;0;0;0;0;0;0
4815;1654160100;0;0;0;0;0;0;0;0
4816;1654160400;0;0;0;0;0;0;0;0
4817;1654160700;0;0;0;0;0;0;0;0
4818;1654161000;0;0;0;0;0;0;0;0
4819;1654161300;0;0;0;0;0;0;0;0
4820;1654161600;0;0;0;0;0;0;0;0
4821;1654161900;0;0;0;0;0;0;0;0
4822;1654162200;0;0;0;0;0;0;0;0
4823;1654162500;0;0;0;0;0;0;0;0
4824;1654162800;0;0;0;0;0;0;0;0
4825;1654163100;0;0;0;0;0;0;0;0
4826;1654163400;0;0;0;0;0;0;0;0
4827;1654163700;0;0;0;0;0;0;0;0
4828;1654164000;0;0;0;0;0;0;0;0
4829;1654164300;0;0;0;0;0;0;0;0
4830;1654164600;0;0;0;0;0;0;0;0
4831;1654164900;0;0;0;0;0;0;0;0
4832;1654165200;0;0;0;0;0;0;0;0
4833;1654165500;0;0;0;0;0;0;0;0
4834;1654165800;0;0;0;0;0;0;0;0
4835;1654166100;0;0;0;0;0;0;0;0
4836;1654166400;0;0;0;0;0;0;0;0
4837;1654166700;0;0;0;0;0;0;0;0
4838;1654167000;0;0;0;0;0;0;0;0
4839;1654167300;0;0;0;0;0;0;0;0
4840;1654167600;0;0;0;0;0;0;0;0
4841;1654167900;0;0;0;0;0;0;0;0
4842;1654168200;0;0;0;0;0;0;0;0
4843;1654168500;0;0;0;0;0;0;0;0
4844;1654168800;0;0;0;0;0;0;0;0
4845;1654169100;0;0;0;0;0;0;0;0
4846;1654169400;0;0;0;0;0;0;0;0
4847;1654169700;0;0;0;0;0;0;0;0
4848;1654170000;0;0;0;0;0;0;0;0
4849;1654170300;0;0;0;0;0;0;0;0
4850;1654170600;0;0;0;0;0;0;0;0
4851;1654170900;0;0;0;0;0;0;0;0
4852;1654171200;0;0;0;0;0;0;0;0
4853;1654171500;0;0;0;0;0;0;0;0
4854;1654171800;0;0;0;0;0;0;0;0
4855;1654172100;0;0;0;0;0;0;0;0
4856;1654172400;0;0;0;0;0;0;0;0
4857;1654172700;0;0;0;0;0;0;0;0
4858;1654173000;0;0;0;0;0;0;0;0
4859;1654173300;0;0;0;0;0;0;0;0
4860;1654173600;0;0;0;0;0;0;0;0
4861;1654173900;0;0;0;0;0;0;0;0
4862;1654174200;0;0;0;0;0;0;0;0
4863;1654174500;0;0;0;0;0;0;0;0
4864;1654174800;0;0;0;0;0;0;0;0
4865;1654175100;0;0;0;0;0;0;0;0
4866;1654175400;0;0;0;0;0;0;0;0
4867;1654175700;0;0;0;0;0;0;0;0
4868;1654176000;0;0;0;0;0;0;0;0
4869;1654176300;0;0;0;0;0;0;0;0
4870;1654176600;0;0;0;0;0;0;0;0
4871;1654176900;0;0;0;0;0;0;0;0
4872;1654177200;0;0;0;0;0;0;0;0
4873;1654177500;0;0;0;0;0;0;0;0
4874;1654177800;0;0;0;0;0;0;0;0
4875;1654178100;0;0;0;0;0;0;0;0
4876;1654178400;0;0;0;0;0;0;0;0
4877;1654178700;0;0;0;0;0;0;0;0
4878;1654179000;0;0;0;0;0;0;0;0
4879;1654179300;0;0;0;0;0;0;0;0
4880;1654179600;0;0;0;0;0;0;0;0
4881;1654179900;0;0;0;0;0;0;0;0
4882;1654180200;0;0;0;0;0;0;0;0
4883;1654180500;0;0;0;0;0;0;0;0
4884;1654180800;0;0;0;0;0;0;0;0
4885;1654181100;0;0;0;0;0;0;0;0
4886;1654181400;0;0;0;0;0;0;0;0
4887;1654181700;0;0;0;0;0;0;0;0
4888;1654182000;0;0;0;0;0;0;0;0
4889;1654182300;0;0;0;0;0;0;0;0
4890;1654182600;0;0;0;0;0;0;0;0
4891;1654182900;0;0;0;0;0;0;0;0
4892;1654183200;0;0;0;0;0;0;0;0
4893;1654183500;0;0;0;0;0;0;0;0
4894;1654183800;0;0;0;0;0;0;0;0
4895;1654184100;0;0;0;0;0;0;0;0
4896;1654184400;0;0;0;0;0;0;0;0
4897;1654184700;0;0;0;0;0;0;0;0
4898;1654185000;0;0;0;0;0;0;0;0
4899;1654185300;0;0;0;0;0;0;0;0
4900;1654185600;0;0;0;0;0;0;0;0
4901;1654185900;0;0;0;0;0;0;0;0
4902;1654186200;0;0;0;0;0;0;0;0
4903;1654186500;0;0;0;0;0;0;0;0
4904;1654186800;0;0;0;0;0;0;0;0
4905;1654187100;0;0;0;0;0;0;0;0
4906;1654187400;0;0;0;0;0;0;0;0
4907;1654187700;0;0;0;0;0;0;0;0
4908;1654188000;0;0;0;0;0;0;0;0
4909;1654188300;0;0;0;0;0;0;0;0
4910;1654188600;0;0;0;0;0;0;0;0
4911;1654188900;0;0;0;0;0;0;0;0
4912;1654189200;0;0;0;0;0;0;0;0
4913;1654189500;0;0;0;0;0;0;0;0
4914;1654189800;0;0;0;0;0;0;0;0
4915;1654190100;0;0;0;0;0;0;0;0
4916;1654190400;0;0;0;0;0;0;0;0
4917;1654190700;0;0;0;0;0;0;0;0
4918;1654191000;0;0;0;0;0;0;0;0
4919;1654191300;0;0;0;0;0;0;0;0
4920;1654191600;0;0;0;0;0;0;0;0
4921;1654191900;0;0;0;0;0;0;0;0
4922;1654192200;0;0;0;0;0;0;0;0
4923;1654192500;0;0;0;0;0;0;0;0
4924;1654192800;0;0;0;0;0;0;0;0
4925;1654193100;0;0;0;0;0;0;0;0
4926;1654193400;0;0;0;0;0;0;0;0
4927;1654193700;0;0;0;0;0;0;0;0
4928;1654194000;0;0;0;0;0;0;0;0
4929;1654194300;0;0;0;0;0;0;0;0
4930;1654194600;0;0;0;0;0;0;0;0
4931;1654194900;0;0;0;0;0;0;0;0
4932;1654195200;0;0;0;0;0;0;0;0
4933;1654195500;0;0;0;0;0;0;0;0
4934;1654195800;0;0;0;0;0;0;0;0
4935;1654196100;0;0;0;0;0;0;0;0
4936;1654196400;0;0;0;0;0;0;0;0
4937;1654196700;0;0;0;0;0;0;0;0
4938;1654197000;0;0;0;0;0;0;0;0
4939;1654197300;0;0;0;0;0;0;0;0
4940;1654197600;0;0;0;0;0;0;0;0
4941;1654197900;0;0;0;0;0;0;0;0
4942;1654198200;0;0;0;0;0;0;0;0
4943;1654198500;0;0;0;0;0;0;0;0
4944;1654198800;0;0;0;0;0;0;0;0
4945;1654199100;0;0;0;0;0;0;0;0
4946;1654199400;0;0;0;0;0;0;0;0
4947;1654199700;0;0;0;0;0;0;0;0
4948;1654200000;0;0;0;0;0;0;0;0
4949;1654200300;0;0;0;0;0;0;0;0
4950;1654200600;0;0;0;0;0;0;0;0
4951;1654200900;0;0;0;0;0;0;0;0
4952;1654201200;0;0;0;0;0;0;0;0
4953;1654201500;0;0;0;0;0;0;0;0
4954;1654201800;0;0;0;0;0;0;0;0
4955;1654202100;0;0;0;0;0;0;0;0
4956;1654202400;0;0;0;0;0;0;0;0
4957;1654202700;0;0;0;0;0;0;0;0
4958;1654203000;0;0;0;0;0;0;0;0
4959;1654203300;0;0;0;0;0;0;0;0
4960;1654203600;0;0;0;0;0;0;0;0
4961;1654203900;0;0;0;0;0;0;0;0
4962;1654204200;0;0;0;0;0;0;0;0
4963;1654204500;0;0;0;0;0;0;0;0
4964;1654204800;0;0;0;0;0;0;0;0
4965;1654205100;0;0;0;0;0;0;0;0
4966;1654205400;0;0;0;0;0;0;0;0
4967;1654205700;0;0;0;0;0;0;0;0
4968;1654206000;0;0;0;0;0;0;0;0
4969;1654206300;0;0;0;0;0;0;0;0
4970;1654206600;0;0;0;0;0;0;0;0
4971;1654206900;0;0;0;0;0;0;0;0
4972;1654207200;0;0;0;0;0;0;0;0
4973;1654207500;0;0;0;0;0;0;0;0
4974;1654207800;0;0;0;0;0;0;0;0
4975;1654208100;0;0;0;0;0;0;0;0
4976;1654208400;0;0;0;0;0;0;0;0
4977;1654208700;0;0;0;0;0;0;0;0
4978;1654209000;0;0;0;0;0;0;0;0
4979;1654209300;0;0;0;0;0;0;0;0
4980;1654209600;0;0;0;0;0;0;0;0
4981;1654209900;0;0;0;0;0;0;0;0
4982;1654210200;0;0;0;0;0;0;0;0
4983;1654210500;0;0;0;0;0;0;0;0
4984;1654210800;0;0;0;0;0;0;0;0
4985;1654211100;0;0;0;0;0;0;0;0
4986;1654211400;0;0;0;0;0;0;0;0
4987;1654211700;0;0;0;0;0;0;0;0
4988;1654212000;0;0;0;0;0;0;0;0
4989;1654212300;0;0;0;0;0;0;0;0
4990;1654212600;0;0;0;0;0;0;0;0
4991;1654212900;0;0;0;0;0;0;0;0
4992;1654213200;0;0;0;0;0;0;0;0
4993;1654213500;0;0;0;0;0;0;0;0
4994;1654213800;0;0;0;0;0;0;0;0
4995;1654214100;0;0;0;0;0;0;0;0
4996;1654214400;0;0;0;0;0;0;0;0
4997;1654214700;0;0;0;0;0;0;0;0
4998;1654215000;0;0;0;0;0;0;0;0
4999;1654215300;0;0;0;0;0;0;0;0
5000;1654215600;0;0;0;0;0;0;0;0
5001;1654215900;0;0;0;0;0;0;0;0
5002;1654216200;0;0;0;0;0;0;0;0
5003;1654216500;0;0;0;0;0;0;0;0
5004;1654216800;0;0;0;0;0;0;0;0
5005;1654217100;0;0;0;0;0;0;0;0
5006;1654217400;0;0;0;0;0;0;0;0
5007;1654217700;0;0;0;0;0;0;0;0
5008;1654218000;0;0;0;0;0;0;0;0
5009;1654218300;0;0;0;0;0;0;0;0
5010;1654218600;0;0;0;0;0;0;0;0
5011;1654218900;0;0;0;0;0;0;0;0
5012;1654219200;0;0;0;0;0;0;0;0
5013;1654219500;0;0;0;0;0;0;0;0
5014;1654219800;0;0;0;0;0;0;0;0
5015;1654220100;0;0;0;0;0;0;0;0
5016;1654220400;0;0;0;0;0;0;0;0
5017;1654220700;0;0;0;0;0;0;0;0
5018;1654221000;0;0;0;0;0;0;0;0
5019;1654221300;0;0;0;0;0;0;0;0
5020;1654221600;0;0;0;0;0;0;0;0
5021;1654221900;0;0;0;0;0;0;0;0
5022;1654222200;0;0;0;0;0;0;0;0
5023;1654222500;0;0;0;0;0;0;0;0
5024;1654222800;0;0;0;0;0;0;0;0
5025;1654223100;0;0;0;0;0;0;0;0
5026;1654223400;0;0;0;0;0;0;0;0
5027;1654223700;0;0;0;0;0;0;0;0
5028;1654224000;0;0;0;0;0;0;0;0
5029;1654224300;0;0;0;0;0;0;0;0
5030;1654224600;0;0;0;0;0;0;0;0
5031;1654224900;0;0;0;0;0;0;0;0
5032;1654225200;0;0;0;0;0;0;0;0
5033;1654225500;0;0;0;0;0;0;0;0
5034;1654225800;0;0;0;0;0;0;0;0
5035;1654226100;0;0;0;0;0;0;0;0
5036;1654226400;0;0;0;0;0;0;0;0
5037;1654226700;0;0;0;0;0;0;0;0
5038;1654227000;0;0;0;0;0;0;0;0
5039;1654227300;0;0;0;0;0;0;0;0
5040;1654227600;0;0;0;0;0;0;0;0
5041;1654227900;0;0;0;0;0;0;0;0
5042;1654228200;0;0;0;0;0;0;0;0
5043;1654228500;0;0;0;0;0;0;0;0
5044;1654228800;0;0;0;0;0;0;0;0
5045;1654229100;0;0;0;0;0;0;0;0
5046;1654229400;0;0;0;0;0;0;0;0
5047;1654229700;0;0;0;0;0;0;0;0
5048;1654230000;0;0;0;0;0;0;0;0
5049;1654230300;0;0;0;0;0;0;0;0
5050;1654230600;0;0;0;0;0;0;0;0
5051;1654230900;0;0;0;0;0;0;0;0
5052;1654231200;0;0;0;0;0;0;0;0
5053;1654231500;0;0;0;0;0;0;0;0
5054;1654231800;0;0;0;0;0;0;0;0
5055;1654232100;0;0;0;0;0;0;0;0
5056;1654232400;0;0;0;0;0;0;0;0
5057;1654232700;0;0;0;0;0;0;0;0
5058;1654233000;0;0;0;0;0;0;0;0
5059;1654233300;0;0;0;0;0;0;0;0
5060;1654233600;0;0;0;0;0;0;0;0
5061;1654233900;0;0;0;0;0;0;0;0
5062;1654234200;0;0;0;0;0;0;0;0
5063;1654234500;0;0;0;0;0;0;0;0
5064;1654234800;0;0;0;0;0;0;0;0
5065;1654235100;0;0;0;0;0;0;0;0
5066;1654235400;0;0;0;0;0;0;0;0
5067;1654235700;0;0;0;0;0;0;0;0
5068;1654236000;0;0;0;0;0;0;0;0
5069;1654236300;0;0;0;0;0;0;0;0
5070;1654236600;0;0;0;0;0;0;0;0
5071;1654236900;0;0;0;0;0;0;0;0
5072;1654237200;0;0;0;0;0;0;0;0
5073;1654237500;0;0;0;0;0;0;0;0
5074;1654237800;0;0;0;0;0;0;0;0
5075;1654238100;0;0;0;0;0;0;0;0
5076;1654238400;0;0;0;0;0;0;0;0
5077;1654238700;0;0;0;0;0;0;0;0
5078;1654239000;0;0;0;0;0;0;0;0
5079;1654239300;0;0;0;0;0;0;0;0
5080;1654239600;0;0;0;0;0;0;0;0
5081;1654239900;0;0;0;0;0;0;0;0
5082;1654240200;0;0;0;0;0;0;0;0
5083;1654240500;0;0;0;0;0;0;0;0
5084;1654240800;0;0;0;0;0;0;0;0
5085;1654241100;0;0;0;0;0;0;0;0
5086;1654241400;0;0;0;0;0;0;0;0
5087;1654241700;0;0;0;0;0;0;0;0
5088;1654242000;0;0;0;0;0;0;0;0
5089;1654242300;0;0;0;0;0;0;0;0
5090;1654242600;0;0;0;0;0;0;0;0
5091;1654242900;0;0;0;0;0;0;0;0
5092;1654243200;0;0;0;0;0;0;0;0
5093;1654243500;0;0;0;0;0;0;0;0
5094;1654243800;0;0;0;0;0;0;0;0
5095;1654244100;0;0;0;0;0;0;0;0
5096;1654244400;0;0;0;0;0;0;0;0
5097;1654244700;0;0;0;0;0;0;0;0
5098;1654245000;0;0;0;0;0;0;0;0
5099;1654245300;0;0;0;0;0;0;0;0
5100;1654245600;0;0;0;0;0;0;0;0
5101;1654245900;0;0;0;0;0;0;0;0
5102;1654246200;0;0;0;0;0;0;0;0
5103;1654246500;0;0;0;0;0;0;0;0
5104;1654246800;0;0;0;0;0;0;0;0
5105;1654247100;0;0;0;0;0;0;0;0
5106;1654247400;0;0;0;0;0;0;0;0
5107;1654247700;0;0;0;0;0;0;0;0
5108;1654248000;0;0;0;0;0;0;0;0
5109;1654248300;0;0;0;0;0;0;0;0
5110;1654248600;0;0;0;0;0;0;0;0
5111;1654248900;0;0;0;0;0;0;0;0
5112;1654249200;0;0;0;0;0;0;0;0
5113;1654249500;0;0;0;0;0;0;0;0
5114;1654249800;0;0;0;0;0;0;0;0
5115;1654250100;0;0;0;0;0;0;0;0
5116;1654250400;0;0;0;0;0;0;0;0
5117;1654250700;0;0;0;0;0;0;0;0
5118;1654251000;0;0;0;0;0;0;0;0
5119;1654251300;0;0;0;0;0;0;0;0
5120;1654251600;0;0;0;0;0;0;0;0
5121;1654251900;0;0;0;0;0;0;0;0
5122;1654252200;0;0;0;0;0;0;0;0
5123;1654252500;0;0;0;0;0;0;0;0
5124;1654252800;0;0;0;0;0;0;0;0
5125;1654253100;0;0;0;0;0;0;0;0
5126;1654253400;0;0;0;0;0;0;0;0
5127;1654253700;0;0;0;0;0;0;0;0
5128;1654254000;0;0;0;0;0;0;0;0
5129;1654254300;0;0;0;0;0;0;0;0
5130;1654254600;0;0;0;0;0;0;0;0
5131;1654254900;0;0;0;0;0;0;0;0
5132;1654255200;0;0;0;0;0;0;0;0
5133;1654255500;0;0;0;0;0;0;0;0
5134;1654255800;0;0;0;0;0;0;0;0
5135;1654256100;0;0;0;0;0;0;0;0
5136;1654256400;0;0;0;0;0;0;0;0
5137;1654256700;0;0;0;0;0;0;0;0
5138;1654257000;0;0;0;0;0;0;0;0
5139;1654257300;0;0;0;0;0;0;0;0
5140;1654257600;0;0;0;0;0;0;0;0
5141;1654257900;0;0;0;0;0;0;0;0
5142;1654258200;0;0;0;0;0;0;0;0
5143;1654258500;0;0;0;0;0;0;0;0
5144;1654258800;0;0;0;0;0;0;0;0
5145;1654259100;0;0;0;0;0;0;0;0
5146;1654259400;0;0;0;0;0;0;0;0
5147;1654259700;0;0;0;0;0;0;0;0
5148;1654260000;0;0;0;0;0;0;0;0
5149;1654260300;0;0;0;0;0;0;0;0
5150;1654260600;0;0;0;0;0;0;0;0
5151;1654260900;0;0;0;0;0;0;0;0
5152;1654261200;0;0;0;0;0;0;0;0
5153;1654261500;0;0;0;0;0;0;0;0
5154;1654261800;0;0;0;0;0;0;0;0
5155;1654262100;0;0;0;0;0;0;0;0
5156;1654262400;0;0;0;0;0;0;0;0
5157;1654262700;0;0;0;0;0;0;0;0
5158;1654263000;0;0;0;0;0;0;0;0
5159;1654263300;0;0;0;0;0;0;0;0
5160;1654263600;0;0;0;0;0;0;0;0
5161;1654263900;0;0;0;0;0;0;0;0
5162;1654264200;0;0;0;0;0;0;0;0
5163;1654264500;0;0;0;0;0;0;0;0
5164;1654264800;0;0;0;0;0;0;0;0
5165;1654265100;0;0;0;0;0;0;0;0
5166;1654265400;0;0;0;0;0;0;0;0
5167;1654265700;0;0;0;0;0;0;0;0
5168;1654266000;0;0;0;0;0;0;0;0
5169;1654266300;0;0;0;0;0;0;0;0
5170;1654266600;0;0;0;0;0;0;0;0
5171;1654266900;0;0;0;0;0;0;0;0
5172;1654267200;0;0;0;0;0;0;0;0
5173;1654267500;0;0;0;0;0;0;0;0
5174;1654267800;0;0;0;0;0;0;0;0
5175;1654268100;0;0;0;0;0;0;0;0
5176;1654268400;0;0;0;0;0;0;0;0
5177;1654268700;0;0;0;0;0;0;0;0
5178;1654269000;0;0;0;0;0;0;0;0
5179;1654269300;0;0;0;0;0;0;0;0
5180;1654269600;0;0;0;0;0;0;0;0
5181;1654269900;0;0;0;0;0;0;0;0
5182;1654270200;0;0;0;0;0;0;0;0
5183;1654270500;0;0;0;0;0;0;0;0
5184;1654270800;0;0;0;0;0;0;0;0
5185;1654271100;0;0;0;0;0;0;0;0
5186;1654271400;0;0;0;0;0;0;0;0
5187;1654271700;0;0;0;0;0;0;0;0
5188;1654272000;0;0;0;0;0;0;0;0
5189;1654272300;0;0;0;0;0;0;0;0
5190;1654272600;0;0;0;0;0;0;0;0
5191;1654272900;0;0;0;0;0;0;0;0
5192;1654273200;0;0;0;0;0;0;0;0
5193;1654273500;0;0;0;0;0;0;0;0
5194;1654273800;0;0;0;0;0;0;0;0
5195;1654274100;0;0;0;0;0;0;0;0
5196;1654274400;0;0;0;0;0;0;0;0
5197;1654274700;0;0;0;0;0;0;0;0
5198;1654275000;0;0;0;0;0;0;0;0
5199;1654275300;0;0;0;0;0;0;0;0
5200;1654275600;0;0;0;0;0;0;0;0
5201;1654275900;0;0;0;0;0;0;0;0
5202;1654276200;0;0;0;0;0;0;0;0
5203;1654276500;0;0;0;0;0;0;0;0
5204;1654276800;0;0;0;0;0;0;0;0
5205;1654277100;0;0;0;0;0;0;0;0
5206;1654277400;0;0;0;0;0;0;0;0
5207;1654277700;0;0;0;0;0;0;0;0
5208;1654278000;0;0;0;0;0;0;0;0
5209;1654278300;0;0;0;0;0;0;0;0
5210;1654278600;0;0;0;0;0;0;0;0
5211;1654278900;0;0;0;0;0;0;0;0
5212;1654279200;0;0;0;0;0;0;0;0
5213;1654279500;0;0;0;0;0;0;0;0
5214;1654279800;0;0;0;0;0;0;0;0
5215;1654280100;0;0;0;0;0;0;0;0
5216;1654280400;0;0;0;0;0;0;0;0
5217;1654280700;0;0;0;0;0;0;0;0
5218;1654281000;0;0;0;0;0;0;0;0
5219;1654281300;0;0;0;0;0;0;0;0
5220;1654281600;0;0;0;0;0;0;0;0
5221;1654281900;0;0;0;0;0;0;0;0
5222;1654282200;0;0;0;0;0;0;0;0
5223;1654282500;0;0;0;0;0;0;0;0
5224;1654282800;0;0;0;0;0;0;0;0
5225;1654283100;0;0;0;0;0;0;0;0
5226;1654283400;0;0;0;0;0;0;0;0
5227;1654283700;0;0;0;0;0;0;0;0
5228;1654284000;0;0;0;0;0;0;0;0
5229;1654284300;0;0;0;0;0;0;0;0
5230;1654284600;0;0;0;0;0;0;0;0
5231;1654284900;0;0;0;0;0;0;0;0
5232;1654285200;0;0;0;0;0;0;0;0
5233;1654285500;0;0;0;0;0;0;0;0
5234;1654285800;0;0;0;0;0;0;0;0
5235;1654286100;0;0;0;0;0;0;0;0
5236;1654286400;0;0;0;0;0;0;0;0
5237;1654286700;0;0;0;0;0;0;0;0
5238;1654287000;0;0;0;0;0;0;0;0
5239;1654287300;0;0;0;0;0;0;0;0
5240;1654287600;0;0;0;0;0;0;0;0
5241;1654287900;0;0;0;0;0;0;0;0
5242;1654288200;0;0;0;0;0;0;0;1
5243;1654288500;0;0;0;0;0;0;0;1
5244;1654288800;0;0;0;0;0;0;0;1
5245;1654289100;0;0;0;0;0;0;0;1
5246;1654289400;0;0;0;0;0;0;0;0
5247;1654289700;0;0;0;0;0;0;0;0
5248;1654290000;0;0;0;0;0;0;0;1
5249;1654290300;0;0;0;0;0;0;0;1
5250;1654290600;0;0;0;0;0;0;0;1
5251;1654290900;0;0;0;0;0;0;0;1
5252;1654291200;0;0;0;0;0;0;0;1
5253;1654291500;0;0;0;0;0;0;0;1
5254;1654291800;0;0;0;0;0;0;0;1
5255;1654292100;0;0;0;0;0;0;0;1
5256;1654292400;0;0;0;0;0;0;0;1
5257;1654292700;0;0;0;0;0;0;0;1
5258;1654293000;0;0;0;0;0;0;0;0
5259;1654293300;0;0;0;0;0;0;0;0
5260;1654293600;0;0;0;0;0;0;0;0
5261;1654293900;0;0;0;0;0;0;0;0
5262;1654294200;0;0;0;0;0;0;0;0
5263;1654294500;0;0;0;0;0;0;0;1
5264;1654294800;0;0;0;0;0;0;0;1
5265;1654295100;0;0;0;0;0;0;0;1
5266;1654295400;0;0;0;0;0;0;0;0
5267;1654295700;0;0;0;0;0;0;0;0
5268;1654296000;0;0;0;0;0;0;0;0
5269;1654296300;0;0;0;0;0;0;0;0
5270;1654296600;0;0;0;0;0;0;0;0
5271;1654296900;0;0;0;0;0;0;0;0
5272;1654297200;0;0;0;0;0;0;0;0
5273;1654297500;0;0;0;0;0;0;0;0
5274;1654297800;0;0;0;0;0;0;0;0
5275;1654298100;0;0;0;0;0;0;0;0
5276;1654298400;0;0;0;0;0;0;0;0
5277;1654298700;0;0;0;0;0;0;0;0
5278;1654299000;0;0;0;0;0;0;0;0
5279;1654299300;0;0;0;0;0;0;0;0
5280;1654299600;0;0;0;0;0;0;0;0
5281;1654299900;0;0;0;0;0;0;0;0
5282;1654300200;0;0;0;0;0;0;0;0
5283;1654300500;0;0;0;0;0;0;0;0
5284;1654300800;0;0;0;0;0;0;0;0
5285;1654301100;0;0;0;0;0;0;0;0
5286;1654301400;0;0;0;0;0;0;0;0
5287;1654301700;0;0;0;0;0;0;0;0
5288;1654302000;0;0;0;0;0;0;0;0
5289;1654302300;0;0;0;0;0;0;0;0
5290;1654302600;0;0;0;0;0;0;0;0
5291;1654302900;0;0;0;0;0;0;0;0
5292;1654303200;0;0;0;0;0;0;0;0
5293;1654303500;0;0;0;0;0;0;0;0
5294;1654303800;0;0;0;0;0;0;0;0
5295;1654304100;0;0;0;0;0;0;0;0
5296;1654304400;0;0;0;0;0;0;0;0
5297;1654304700;0;0;0;0;0;0;0;0
5298;1654305000;0;0;0;0;0;0;0;0
5299;1654305300;0;0;0;0;0;0;0;0
5300;1654305600;0;0;0;0;0;0;0;0
5301;1654305900;0;0;0;0;0;0;0;0
5302;1654306200;0;0;0;0;0;0;0;0
5303;1654306500;0;0;0;0;0;0;0;0
5304;1654306800;0;0;0;0;0;0;0;0
5305;1654307100;0;0;0;0;0;0;0;0
5306;1654307400;0;0;0;0;0;0;0;0
5307;1654307700;0;0;0;0;0;0;0;0
5308;1654308000;0;0;0;0;0;0;0;0
5309;1654308300;0;0;0;0;0;0;0;0
5310;1654308600;0;0;0;0;0;0;0;0
5311;1654308900;0;0;0;0;0;0;0;0
5312;1654309200;0;0;0;0;0;0;0;0
5313;1654309500;0;0;0;0;0;0;0;0
5314;1654309800;0;0;0;0;0;0;0;0
5315;1654310100;0;0;0;0;0;0;0;0
5316;1654310400;0;0;0;0;0;0;0;0
5317;1654310700;0;0;0;0;0;0;0;0
5318;1654311000;0;0;0;0;0;0;0;0
5319;1654311300;0;0;0;0;0;0;0;0
5320;1654311600;0;0;0;0;0;0;0;0
5321;1654311900;0;0;0;0;0;0;0;0
5322;1654312200;0;0;0;0;0;0;0;0
5323;1654312500;0;0;0;0;0;0;0;0
5324;1654312800;0;0;0;0;0;0;0;0
5325;1654313100;0;0;0;0;0;0;0;0
5326;1654313400;0;0;0;0;0;0;0;0
5327;1654313700;0;0;0;0;0;0;0;0
5328;1654314000;0;0;0;0;0;0;0;0
5329;1654314300;0;0;0;0;0;0;0;0
5330;1654314600;0;0;0;0;0;0;0;0
5331;1654314900;0;0;0;0;0;0;0;0
5332;1654315200;0;0;0;0;0;0;0;0
5333;1654315500;0;0;0;0;0;0;0;0
5334;1654315800;0;0;0;0;0;0;0;0
5335;1654316100;0;0;0;0;0;0;0;0
5336;1654316400;0;0;0;0;0;0;0;0
5337;1654316700;0;0;0;0;0;0;0;0
5338;1654317000;0;0;0;0;0;0;0;0
5339;1654317300;0;0;0;0;0;0;0;0
5340;1654317600;0;0;0;0;0;0;0;0
5341;1654317900;0;0;0;0;0;0;0;0
5342;1654318200;0;0;0;0;0;0;0;0
5343;1654318500;0;0;0;0;0;0;0;0
5344;1654318800;0;0;0;0;0;0;0;0
5345;1654319100;0;0;0;0;0;0;0;0
5346;1654319400;0;0;0;0;0;0;0;0
5347;1654319700;0;0;0;0;0;0;0;0
5348;1654320000;0;0;0;0;0;0;0;0
5349;1654320300;0;0;0;0;0;0;0;0
5350;1654320600;0;0;0;0;0;0;0;0
5351;1654320900;0;0;0;0;0;0;0;0
