STATIONS_ID;MESS_DATUM;  QN;FF_10;DD_10;eor
        342;202012160000;    3;   1.3; 240;eor
        342;202012160010;    3;   1.0; 220;eor
        342;202012160020;    3;   1.4; 190;eor
        342;202012160030;    3;   2.0; 190;eor
        342;202012160040;    3;   1.9; 200;eor
        342;202012160050;    3;   1.7; 220;eor
        342;202012160100;    3;   1.2; 200;eor
        342;202012160110;    3;   1.3; 170;eor
        342;202012160120;    3;   1.3; 160;eor
        342;202012160130;    3;   1.6; 160;eor
        342;202012160140;    3;   1.6; 140;eor
        342;202012160150;    3;   1.7; 150;eor
        342;202012160200;    3;   1.2; 160;eor
        342;202012160210;    3;   2.0; 140;eor
        342;202012160220;    3;   1.8; 140;eor
        342;202012160230;    3;   1.6; 150;eor
        342;202012160240;    3;   0.7; 150;eor
        342;202012160250;    3;   1.2; 120;eor
        342;202012160300;    3;   1.9; 140;eor
        342;202012160310;    3;   1.7; 140;eor
        342;202012160320;    3;   0.8; 160;eor
        342;202012160330;    3;   0.9; 120;eor
        342;202012160340;    3;   2.0; 120;eor
        342;202012160350;    3;   2.1; 130;eor
        342;202012160400;    3;   1.9; 130;eor
        342;202012160410;    3;   1.7; 130;eor
        342;202012160420;    3;   2.2; 130;eor
        342;202012160430;    3;   2.5; 130;eor
        342;202012160440;    3;   3.2; 140;eor
        342;202012160450;    3;   1.7; 140;eor
        342;202012160500;    3;   2.1; 130;eor
        342;202012160510;    3;   2.7; 140;eor
        342;202012160520;    3;   1.5; 200;eor
        342;202012160530;    3;   1.3; 210;eor
        342;202012160540;    3;   1.6; 130;eor
        342;202012160550;    3;   1.0; 130;eor
        342;202012160600;    3;   1.7; 130;eor
        342;202012160610;    3;   2.3; 130;eor
        342;202012160620;    3;   3.6; 120;eor
        342;202012160630;    3;   3.9; 120;eor
        342;202012160640;    3;   2.9; 130;eor
        342;202012160650;    3;   2.6; 130;eor
        342;202012160700;    3;   2.6; 130;eor
        342;202012160710;    3;   2.5; 130;eor
        342;202012160720;    3;   2.9; 130;eor
        342;202012160730;    3;   3.6; 120;eor
        342;202012160740;    3;   3.1; 130;eor
        342;202012160750;    3;   1.9; 130;eor
        342;202012160800;    3;   2.4; 120;eor
        342;202012160810;    3;   1.5; 160;eor
        342;202012160820;    3;   2.7; 140;eor
        342;202012160830;    3;   2.9; 130;eor
        342;202012160840;    3;   4.0; 120;eor
        342;202012160850;    3;   4.6; 120;eor
        342;202012160900;    3;   4.3; 130;eor
        342;202012160910;    3;   4.3; 120;eor
        342;202012160920;    3;   1.9; 140;eor
        342;202012160930;    3;   2.6; 130;eor
        342;202012160940;    3;   1.6; 140;eor
        342;202012160950;    3;   1.5; 140;eor
        342;202012161000;    3;   2.5; 120;eor
        342;202012161010;    3;   4.0; 120;eor
        342;202012161020;    3;   4.6; 120;eor
        342;202012161030;    3;   3.6; 130;eor
        342;202012161040;    3;   2.8; 140;eor
        342;202012161050;    3;   2.1; 140;eor
        342;202012161100;    3;   3.3; 130;eor
        342;202012161110;    3;   4.2; 120;eor
        342;202012161120;    3;   4.8; 120;eor
        342;202012161130;    3;   4.2; 120;eor
        342;202012161140;    3;   3.1; 120;eor
        342;202012161150;    3;   2.9; 120;eor
        342;202012161200;    3;   2.8; 120;eor
        342;202012161210;    3;   3.3; 120;eor
        342;202012161220;    3;   3.1; 110;eor
        342;202012161230;    3;   3.1; 110;eor
        342;202012161240;    3;   2.7; 120;eor
        342;202012161250;    3;   2.8; 130;eor
        342;202012161300;    3;   2.8; 120;eor
        342;202012161310;    3;   3.1; 130;eor
        342;202012161320;    3;   3.3; 130;eor
        342;202012161330;    3;   3.3; 130;eor
        342;202012161340;    3;   3.2; 120;eor
        342;202012161350;    3;   2.9; 120;eor
        342;202012161400;    3;   2.7; 120;eor
        342;202012161410;    3;   2.9; 110;eor
        342;202012161420;    3;   2.4; 110;eor
        342;202012161430;    3;   2.7; 110;eor
        342;202012161440;    3;   2.4; 100;eor
        342;202012161450;    3;   1.8; 110;eor
        342;202012161500;    3;   1.9; 110;eor
        342;202012161510;    3;   2.6; 110;eor
        342;202012161520;    3;   2.7; 110;eor
        342;202012161530;    3;   2.3; 110;eor
        342;202012161540;    3;   2.1; 120;eor
        342;202012161550;    3;   2.3; 110;eor
        342;202012161600;    3;   3.2; 110;eor
        342;202012161610;    3;   3.5; 110;eor
        342;202012161620;    3;   3.2; 110;eor
        342;202012161630;    3;   3.0; 120;eor
        342;202012161640;    3;   3.2; 130;eor
        342;202012161650;    3;   3.4; 120;eor
        342;202012161700;    3;   3.9; 120;eor
        342;202012161710;    3;   3.7; 120;eor
        342;202012161720;    3;   4.8; 120;eor
        342;202012161730;    3;   4.3; 130;eor
        342;202012161740;    3;   3.9; 140;eor
        342;202012161750;    3;   4.0; 140;eor
        342;202012161800;    3;   3.8; 140;eor
        342;202012161810;    3;   4.7; 120;eor
        342;202012161820;    3;   4.7; 120;eor
        342;202012161830;    3;   4.3; 120;eor
        342;202012161840;    3;   3.7; 110;eor
        342;202012161850;    3;   3.8; 120;eor
        342;202012161900;    3;   3.5; 120;eor
        342;202012161910;    3;   3.8; 120;eor
        342;202012161920;    3;   3.5; 120;eor
        342;202012161930;    3;   3.6; 130;eor
        342;202012161940;    3;   3.9; 130;eor
        342;202012161950;    3;   3.9; 130;eor
        342;202012162000;    3;   4.0; 140;eor
        342;202012162010;    3;   3.9; 140;eor
        342;202012162020;    3;   3.7; 150;eor
        342;202012162030;    3;   4.0; 150;eor
        342;202012162040;    3;   4.3; 150;eor
        342;202012162050;    3;   4.0; 150;eor
        342;202012162100;    3;   4.2; 150;eor
        342;202012162110;    3;   3.9; 150;eor
        342;202012162120;    3;   4.5; 150;eor
        342;202012162130;    3;   4.1; 150;eor
        342;202012162140;    3;   4.3; 150;eor
        342;202012162150;    3;   4.4; 150;eor
        342;202012162200;    3;   4.6; 150;eor
        342;202012162210;    3;   4.8; 150;eor
        342;202012162220;    3;   5.0; 140;eor
        342;202012162230;    3;   4.9; 150;eor
        342;202012162240;    3;   4.8; 140;eor
        342;202012162250;    3;   5.0; 140;eor
        342;202012162300;    3;   5.1; 150;eor
        342;202012162310;    3;   5.0; 140;eor
        342;202012162320;    3;   4.9; 140;eor
        342;202012162330;    3;   4.7; 140;eor
        342;202012162340;    3;   4.5; 140;eor
        342;202012162350;    3;   4.6; 140;eor
        342;202012170000;    3;   4.5; 140;eor
        342;202012170010;    3;   4.2; 150;eor
        342;202012170020;    3;   3.5; 150;eor
        342;202012170030;    3;   3.4; 150;eor
        342;202012170040;    3;   3.0; 170;eor
        342;202012170050;    3;   2.6; 170;eor
        342;202012170100;    3;   2.7; 180;eor
        342;202012170110;    3;   3.4; 180;eor
        342;202012170120;    3;   2.6; 180;eor
        342;202012170130;    3;   2.0; 170;eor
        342;202012170140;    3;   2.7; 160;eor
        342;202012170150;    3;   3.0; 170;eor
        342;202012170200;    3;   2.9; 170;eor
        342;202012170210;    3;   3.1; 170;eor
        342;202012170220;    3;   2.9; 170;eor
        342;202012170230;    3;   2.9; 160;eor
        342;202012170240;    3;   2.3; 160;eor
        342;202012170250;    3;   2.9; 160;eor
        342;202012170300;    3;   2.1; 160;eor
        342;202012170310;    3;   3.1; 150;eor
        342;202012170320;    3;   2.4; 170;eor
        342;202012170330;    3;   2.7; 180;eor
        342;202012170340;    3;   3.3; 180;eor
        342;202012170350;    3;   3.5; 180;eor
        342;202012170400;    3;   3.1; 170;eor
        342;202012170410;    3;   3.2; 170;eor
        342;202012170420;    3;   3.4; 170;eor
        342;202012170430;    3;   3.6; 170;eor
        342;202012170440;    3;   3.5; 170;eor
        342;202012170450;    3;   3.3; 170;eor
        342;202012170500;    3;   3.5; 180;eor
        342;202012170510;    3;   3.3; 170;eor
        342;202012170520;    3;   3.3; 180;eor
        342;202012170530;    3;   4.1; 180;eor
        342;202012170540;    3;   4.7; 180;eor
        342;202012170550;    3;   5.0; 180;eor
        342;202012170600;    3;   4.8; 190;eor
        342;202012170610;    3;   5.1; 190;eor
        342;202012170620;    3;   5.2; 190;eor
        342;202012170630;    3;   5.3; 190;eor
        342;202012170640;    3;   5.5; 190;eor
        342;202012170650;    3;   5.7; 190;eor
        342;202012170700;    3;   5.6; 190;eor
        342;202012170710;    3;   5.2; 180;eor
        342;202012170720;    3;   5.3; 180;eor
        342;202012170730;    3;   5.4; 180;eor
        342;202012170740;    3;   5.7; 180;eor
        342;202012170750;    3;   5.9; 180;eor
        342;202012170800;    3;   6.2; 180;eor
        342;202012170810;    3;   5.9; 190;eor
        342;202012170820;    3;   5.8; 190;eor
        342;202012170830;    3;   5.4; 200;eor
        342;202012170840;    3;   6.1; 200;eor
        342;202012170850;    3;   5.4; 210;eor
        342;202012170900;    3;   5.3; 200;eor
        342;202012170910;    3;   5.8; 220;eor
        342;202012170920;    3;   5.6; 220;eor
        342;202012170930;    3;   5.8; 220;eor
        342;202012170940;    3;   6.7; 220;eor
        342;202012170950;    3;   5.6; 230;eor
        342;202012171000;    3;   6.3; 230;eor
        342;202012171010;    3;   6.0; 230;eor
        342;202012171020;    3;   5.6; 230;eor
        342;202012171030;    3;   5.6; 230;eor
        342;202012171040;    3;   6.0; 230;eor
        342;202012171050;    3;   5.9; 230;eor
        342;202012171100;    3;   5.3; 230;eor
        342;202012171110;    3;   4.8; 240;eor
        342;202012171120;    3;   5.4; 230;eor
        342;202012171130;    3;   5.2; 230;eor
        342;202012171140;    3;   5.5; 230;eor
        342;202012171150;    3;   6.1; 230;eor
        342;202012171200;    3;   5.1; 230;eor
        342;202012171210;    3;   5.2; 230;eor
        342;202012171220;    3;   5.5; 220;eor
        342;202012171230;    3;   5.4; 220;eor
        342;202012171240;    3;   5.7; 220;eor
        342;202012171250;    3;   5.3; 220;eor
        342;202012171300;    3;   5.7; 230;eor
        342;202012171310;    3;   6.1; 230;eor
        342;202012171320;    3;   5.8; 230;eor
        342;202012171330;    3;   5.5; 230;eor
        342;202012171340;    3;   5.6; 230;eor
        342;202012171350;    3;   6.7; 230;eor
        342;202012171400;    3;   6.2; 230;eor
        342;202012171410;    3;   7.1; 240;eor
        342;202012171420;    3;   6.3; 230;eor
        342;202012171430;    3;   4.6; 230;eor
        342;202012171440;    3;   4.4; 230;eor
        342;202012171450;    3;   4.2; 230;eor
        342;202012171500;    3;   3.9; 220;eor
        342;202012171510;    3;   5.5; 220;eor
        342;202012171520;    3;   4.5; 220;eor
        342;202012171530;    3;   5.6; 220;eor
        342;202012171540;    3;   5.6; 210;eor
        342;202012171550;    3;   4.8; 220;eor
        342;202012171600;    3;   5.3; 220;eor
        342;202012171610;    3;   4.4; 220;eor
        342;202012171620;    3;   4.2; 220;eor
        342;202012171630;    3;   4.3; 220;eor
        342;202012171640;    3;   4.4; 210;eor
        342;202012171650;    3;   5.1; 210;eor
        342;202012171700;    3;   4.5; 220;eor
        342;202012171710;    3;   4.3; 220;eor
        342;202012171720;    3;   4.1; 210;eor
        342;202012171730;    3;   4.0; 220;eor
        342;202012171740;    3;   4.9; 220;eor
        342;202012171750;    3;   4.8; 220;eor
        342;202012171800;    3;   4.3; 220;eor
        342;202012171810;    3;   4.5; 220;eor
        342;202012171820;    3;   4.9; 220;eor
        342;202012171830;    3;   4.4; 220;eor
        342;202012171840;    3;   4.6; 220;eor
        342;202012171850;    3;   4.1; 220;eor
        342;202012171900;    3;   4.1; 220;eor
        342;202012171910;    3;   4.1; 220;eor
        342;202012171920;    3;   3.5; 220;eor
        342;202012171930;    3;   3.3; 220;eor
        342;202012171940;    3;   4.0; 220;eor
        342;202012171950;    3;   3.3; 220;eor
        342;202012172000;    3;   3.4; 220;eor
        342;202012172010;    3;   3.1; 220;eor
        342;202012172020;    3;   2.8; 220;eor
        342;202012172030;    3;   2.5; 220;eor
        342;202012172040;    3;   2.8; 210;eor
        342;202012172050;    3;   2.6; 220;eor
        342;202012172100;    3;   2.4; 210;eor
        342;202012172110;    3;   2.6; 220;eor
        342;202012172120;    3;   2.9; 220;eor
        342;202012172130;    3;   3.0; 220;eor
        342;202012172140;    3;   3.0; 220;eor
        342;202012172150;    3;   3.3; 210;eor
        342;202012172200;    3;   3.4; 210;eor
        342;202012172210;    3;   2.9; 210;eor
        342;202012172220;    3;   2.6; 210;eor
        342;202012172230;    3;   3.3; 220;eor
        342;202012172240;    3;   3.1; 210;eor
        342;202012172250;    3;   3.2; 210;eor
        342;202012172300;    3;   3.0; 220;eor
        342;202012172310;    3;   3.5; 210;eor
        342;202012172320;    3;   3.4; 210;eor
        342;202012172330;    3;   3.5; 210;eor
        342;202012172340;    3;   3.3; 210;eor
        342;202012172350;    3;   3.0; 210;eor
        342;202012180000;    3;   3.3; 210;eor
        342;202012180010;    3;   3.3; 200;eor
        342;202012180020;    3;   3.4; 210;eor
        342;202012180030;    3;   3.4; 210;eor
        342;202012180040;    3;   3.6; 210;eor
        342;202012180050;    3;   3.5; 210;eor
        342;202012180100;    3;   3.6; 210;eor
        342;202012180110;    3;   3.2; 210;eor
        342;202012180120;    3;   3.5; 210;eor
        342;202012180130;    3;   3.3; 210;eor
        342;202012180140;    3;   3.7; 200;eor
        342;202012180150;    3;   3.8; 200;eor
        342;202012180200;    3;   3.4; 210;eor
        342;202012180210;    3;   3.0; 210;eor
        342;202012180220;    3;   3.3; 200;eor
        342;202012180230;    3;   3.5; 190;eor
        342;202012180240;    3;   3.7; 200;eor
        342;202012180250;    3;   3.6; 200;eor
        342;202012180300;    3;   3.7; 200;eor
        342;202012180310;    3;   3.6; 200;eor
        342;202012180320;    3;   3.3; 200;eor
        342;202012180330;    3;   3.6; 200;eor
        342;202012180340;    3;   3.4; 190;eor
        342;202012180350;    3;   3.8; 190;eor
        342;202012180400;    3;   3.6; 190;eor
        342;202012180410;    3;   3.7; 190;eor
        342;202012180420;    3;   3.2; 190;eor
        342;202012180430;    3;   3.3; 190;eor
        342;202012180440;    3;   3.0; 190;eor
        342;202012180450;    3;   3.4; 180;eor
        342;202012180500;    3;   3.6; 190;eor
        342;202012180510;    3;   3.7; 190;eor
        342;202012180520;    3;   4.0; 180;eor
        342;202012180530;    3;   3.7; 180;eor
        342;202012180540;    3;   3.5; 180;eor
        342;202012180550;    3;   3.5; 180;eor
        342;202012180600;    3;   3.2; 180;eor
        342;202012180610;    3;   3.3; 190;eor
        342;202012180620;    3;   3.6; 190;eor
        342;202012180630;    3;   3.7; 180;eor
        342;202012180640;    3;   3.2; 180;eor
        342;202012180650;    3;   3.7; 180;eor
        342;202012180700;    3;   4.0; 190;eor
        342;202012180710;    3;   3.9; 190;eor
        342;202012180720;    3;   4.0; 190;eor
        342;202012180730;    3;   3.7; 190;eor
        342;202012180740;    3;   4.0; 180;eor
        342;202012180750;    3;   3.6; 180;eor
        342;202012180800;    3;   3.9; 170;eor
        342;202012180810;    3;   4.0; 180;eor
        342;202012180820;    3;   4.1; 190;eor
        342;202012180830;    3;   4.4; 190;eor
        342;202012180840;    3;   4.1; 190;eor
        342;202012180850;    3;   4.1; 190;eor
        342;202012180900;    3;   4.1; 180;eor
        342;202012180910;    3;   4.5; 190;eor
        342;202012180920;    3;   5.2; 190;eor
        342;202012180930;    3;   5.5; 190;eor
        342;202012180940;    3;   5.4; 200;eor
        342;202012180950;    3;   5.0; 190;eor
        342;202012181000;    3;   5.0; 190;eor
        342;202012181010;    3;   4.6; 200;eor
        342;202012181020;    3;   5.0; 200;eor
        342;202012181030;    3;   5.2; 200;eor
        342;202012181040;    3;   4.4; 200;eor
        342;202012181050;    3;   5.6; 200;eor
        342;202012181100;    3;   5.9; 200;eor
        342;202012181110;    3;   5.3; 200;eor
        342;202012181120;    3;   5.4; 200;eor
        342;202012181130;    3;   5.4; 200;eor
        342;202012181140;    3;   5.0; 190;eor
        342;202012181150;    3;   4.5; 190;eor
        342;202012181200;    3;   4.6; 180;eor
        342;202012181210;    3;   4.4; 180;eor
        342;202012181220;    3;   4.5; 180;eor
        342;202012181230;    3;   4.5; 180;eor
        342;202012181240;    3;   4.1; 180;eor
        342;202012181250;    3;   4.1; 190;eor
        342;202012181300;    3;   4.5; 190;eor
        342;202012181310;    3;   4.7; 190;eor
        342;202012181320;    3;   4.9; 180;eor
        342;202012181330;    3;   4.7; 180;eor
        342;202012181340;    3;   4.6; 190;eor
        342;202012181350;    3;   5.1; 180;eor
        342;202012181400;    3;   5.1; 180;eor
        342;202012181410;    3;   5.1; 180;eor
        342;202012181420;    3;   4.7; 180;eor
        342;202012181430;    3;   5.0; 180;eor
        342;202012181440;    3;   4.5; 170;eor
        342;202012181450;    3;   4.6; 180;eor
        342;202012181500;    3;   4.7; 180;eor
        342;202012181510;    3;   3.9; 170;eor
        342;202012181520;    3;   3.2; 170;eor
        342;202012181530;    3;   2.6; 150;eor
        342;202012181540;    3;   2.9; 160;eor
        342;202012181550;    3;   3.1; 160;eor
        342;202012181600;    3;   3.1; 160;eor
        342;202012181610;    3;   3.2; 160;eor
        342;202012181620;    3;   3.2; 170;eor
        342;202012181630;    3;   3.6; 170;eor
        342;202012181640;    3;   3.8; 170;eor
        342;202012181650;    3;   4.3; 180;eor
        342;202012181700;    3;   4.5; 180;eor
        342;202012181710;    3;   4.2; 180;eor
        342;202012181720;    3;   3.7; 180;eor
        342;202012181730;    3;   4.0; 180;eor
        342;202012181740;    3;   3.7; 170;eor
        342;202012181750;    3;   3.5; 170;eor
        342;202012181800;    3;   3.4; 170;eor
        342;202012181810;    3;   3.7; 170;eor
        342;202012181820;    3;   3.2; 180;eor
        342;202012181830;    3;   3.2; 180;eor
        342;202012181840;    3;   3.4; 180;eor
        342;202012181850;    3;   3.0; 170;eor
        342;202012181900;    3;   3.0; 170;eor
        342;202012181910;    3;   2.1; 170;eor
        342;202012181920;    3;   2.8; 180;eor
        342;202012181930;    3;   3.0; 170;eor
        342;202012181940;    3;   2.9; 180;eor
        342;202012181950;    3;   3.2; 180;eor
        342;202012182000;    3;   2.8; 170;eor
        342;202012182010;    3;   2.3; 170;eor
        342;202012182020;    3;   2.7; 170;eor
        342;202012182030;    3;   2.1; 150;eor
        342;202012182040;    3;   1.8; 170;eor
        342;202012182050;    3;   2.1; 170;eor
        342;202012182100;    3;   2.4; 180;eor
        342;202012182110;    3;   2.7; 180;eor
        342;202012182120;    3;   2.2; 160;eor
        342;202012182130;    3;   2.1; 160;eor
        342;202012182140;    3;   1.8; 170;eor
        342;202012182150;    3;   2.1; 170;eor
        342;202012182200;    3;   2.6; 170;eor
        342;202012182210;    3;   2.8; 170;eor
        342;202012182220;    3;   3.1; 160;eor
        342;202012182230;    3;   3.3; 150;eor
        342;202012182240;    3;   3.8; 150;eor
        342;202012182250;    3;   3.5; 160;eor
        342;202012182300;    3;   3.5; 160;eor
        342;202012182310;    3;   3.4; 150;eor
        342;202012182320;    3;   3.1; 150;eor
        342;202012182330;    3;   3.5; 150;eor
        342;202012182340;    3;   3.4; 150;eor
        342;202012182350;    3;   2.9; 160;eor
        342;202012190000;    3;   3.2; 160;eor
        342;202012190010;    3;   3.3; 160;eor
        342;202012190020;    3;   3.3; 170;eor
        342;202012190030;    3;   3.7; 170;eor
        342;202012190040;    3;   3.8; 170;eor
        342;202012190050;    3;   2.8; 170;eor
        342;202012190100;    3;   2.3; 180;eor
        342;202012190110;    3;   2.3; 190;eor
        342;202012190120;    3;   1.8; 200;eor
        342;202012190130;    3;   1.6; 190;eor
        342;202012190140;    3;   1.1; 170;eor
        342;202012190150;    3;   0.9; 140;eor
        342;202012190200;    3;   1.5; 120;eor
        342;202012190210;    3;   2.2; 150;eor
        342;202012190220;    3;   2.6; 150;eor
        342;202012190230;    3;   2.0; 150;eor
        342;202012190240;    3;   1.7; 150;eor
        342;202012190250;    3;   1.6; 150;eor
        342;202012190300;    3;   0.7; 140;eor
        342;202012190310;    3;   2.2; 140;eor
        342;202012190320;    3;   2.8; 140;eor
        342;202012190330;    3;   2.4; 140;eor
        342;202012190340;    3;   2.9; 140;eor
        342;202012190350;    3;   3.0; 140;eor
        342;202012190400;    3;   2.8; 130;eor
        342;202012190410;    3;   3.5; 120;eor
        342;202012190420;    3;   3.6; 120;eor
        342;202012190430;    3;   3.2; 130;eor
        342;202012190440;    3;   3.0; 130;eor
        342;202012190450;    3;   3.2; 140;eor
        342;202012190500;    3;   2.7; 150;eor
        342;202012190510;    3;   1.6; 160;eor
        342;202012190520;    3;   0.8; 200;eor
        342;202012190530;    3;   0.9; 170;eor
        342;202012190540;    3;   1.5; 170;eor
        342;202012190550;    3;   1.4; 160;eor
        342;202012190600;    3;   1.3; 160;eor
        342;202012190610;    3;   1.8; 150;eor
        342;202012190620;    3;   3.3; 140;eor
        342;202012190630;    3;   3.3; 150;eor
        342;202012190640;    3;   3.3; 150;eor
        342;202012190650;    3;   3.4; 140;eor
        342;202012190700;    3;   3.4; 130;eor
        342;202012190710;    3;   2.8; 130;eor
        342;202012190720;    3;   2.2; 130;eor
        342;202012190730;    3;   1.3; 120;eor
        342;202012190740;    3;   0.5; 140;eor
        342;202012190750;    3;   0.9; 250;eor
        342;202012190800;    3;   0.8; 290;eor
        342;202012190810;    3;   1.1; 240;eor
        342;202012190820;    3;   0.7; 230;eor
        342;202012190830;    3;   1.2; 200;eor
        342;202012190840;    3;   1.5; 180;eor
        342;202012190850;    3;   1.3; 140;eor
        342;202012190900;    3;   1.7; 140;eor
        342;202012190910;    3;   2.4; 140;eor
        342;202012190920;    3;   2.4; 140;eor
        342;202012190930;    3;   2.5; 150;eor
        342;202012190940;    3;   2.3; 180;eor
        342;202012190950;    3;   2.1; 170;eor
        342;202012191000;    3;   2.2; 180;eor
        342;202012191010;    3;   3.1; 180;eor
        342;202012191020;    3;   4.0; 180;eor
        342;202012191030;    3;   4.0; 170;eor
        342;202012191040;    3;   3.3; 160;eor
        342;202012191050;    3;   3.4; 170;eor
        342;202012191100;    3;   3.7; 170;eor
        342;202012191110;    3;   4.7; 170;eor
        342;202012191120;    3;   4.4; 170;eor
        342;202012191130;    3;   4.3; 170;eor
        342;202012191140;    3;   4.2; 170;eor
        342;202012191150;    3;   4.6; 180;eor
        342;202012191200;    3;   4.7; 180;eor
        342;202012191210;    3;   4.1; 170;eor
        342;202012191220;    3;   4.5; 170;eor
        342;202012191230;    3;   4.3; 180;eor
        342;202012191240;    3;   4.3; 180;eor
        342;202012191250;    3;   4.4; 170;eor
        342;202012191300;    3;   4.6; 180;eor
        342;202012191310;    3;   5.0; 180;eor
        342;202012191320;    3;   5.0; 180;eor
        342;202012191330;    3;   5.2; 180;eor
        342;202012191340;    3;   4.8; 170;eor
        342;202012191350;    3;   4.5; 170;eor
        342;202012191400;    3;   4.2; 170;eor
        342;202012191410;    3;   4.5; 170;eor
        342;202012191420;    3;   3.9; 160;eor
        342;202012191430;    3;   4.3; 170;eor
        342;202012191440;    3;   4.0; 160;eor
        342;202012191450;    3;   4.2; 150;eor
        342;202012191500;    3;   3.7; 160;eor
        342;202012191510;    3;   4.0; 160;eor
        342;202012191520;    3;   3.9; 160;eor
        342;202012191530;    3;   3.8; 160;eor
        342;202012191540;    3;   3.7; 150;eor
        342;202012191550;    3;   4.9; 140;eor
        342;202012191600;    3;   3.9; 150;eor
        342;202012191610;    3;   3.8; 140;eor
        342;202012191620;    3;   3.7; 150;eor
        342;202012191630;    3;   4.0; 160;eor
        342;202012191640;    3;   4.2; 170;eor
        342;202012191650;    3;   4.8; 170;eor
        342;202012191700;    3;   5.2; 170;eor
        342;202012191710;    3;   5.6; 180;eor
        342;202012191720;    3;   5.8; 180;eor
        342;202012191730;    3;   6.1; 180;eor
        342;202012191740;    3;   6.0; 180;eor
        342;202012191750;    3;   6.3; 180;eor
        342;202012191800;    3;   5.7; 180;eor
        342;202012191810;    3;   5.7; 180;eor
        342;202012191820;    3;   5.8; 180;eor
        342;202012191830;    3;   5.1; 180;eor
        342;202012191840;    3;   5.1; 190;eor
        342;202012191850;    3;   5.1; 180;eor
        342;202012191900;    3;   5.5; 190;eor
        342;202012191910;    3;   4.6; 190;eor
        342;202012191920;    3;   4.2; 180;eor
        342;202012191930;    3;   4.2; 180;eor
        342;202012191940;    3;   3.9; 170;eor
        342;202012191950;    3;   4.0; 170;eor
        342;202012192000;    3;   3.9; 170;eor
        342;202012192010;    3;   3.7; 170;eor
        342;202012192020;    3;   4.0; 180;eor
        342;202012192030;    3;   4.3; 180;eor
        342;202012192040;    3;   4.5; 180;eor
        342;202012192050;    3;   4.2; 180;eor
        342;202012192100;    3;   3.9; 180;eor
        342;202012192110;    3;   4.1; 180;eor
        342;202012192120;    3;   3.9; 180;eor
        342;202012192130;    3;   4.0; 180;eor
        342;202012192140;    3;   3.9; 180;eor
        342;202012192150;    3;   4.0; 180;eor
        342;202012192200;    3;   3.8; 160;eor
        342;202012192210;    3;   4.0; 170;eor
        342;202012192220;    3;   3.3; 160;eor
        342;202012192230;    3;   3.5; 160;eor
        342;202012192240;    3;   2.6; 170;eor
        342;202012192250;    3;   3.0; 160;eor
        342;202012192300;    3;   2.9; 150;eor
        342;202012192310;    3;   2.6; 160;eor
        342;202012192320;    3;   3.1; 150;eor
        342;202012192330;    3;   2.9; 150;eor
        342;202012192340;    3;   2.9; 150;eor
        342;202012192350;    3;   2.7; 150;eor
        342;202012200000;    3;   3.0; 150;eor
        342;202012200010;    3;   2.4; 150;eor
        342;202012200020;    3;   3.1; 140;eor
        342;202012200030;    3;   3.8; 140;eor
        342;202012200040;    3;   2.9; 140;eor
        342;202012200050;    3;   2.8; 140;eor
        342;202012200100;    3;   3.1; 140;eor
        342;202012200110;    3;   3.0; 140;eor
        342;202012200120;    3;   2.5; 150;eor
        342;202012200130;    3;   2.7; 150;eor
        342;202012200140;    3;   2.3; 150;eor
        342;202012200150;    3;   2.1; 160;eor
        342;202012200200;    3;   2.6; 150;eor
        342;202012200210;    3;   2.2; 160;eor
        342;202012200220;    3;   2.7; 140;eor
        342;202012200230;    3;   3.1; 140;eor
        342;202012200240;    3;   2.9; 160;eor
        342;202012200250;    3;   2.5; 180;eor
        342;202012200300;    3;   2.3; 180;eor
        342;202012200310;    3;   1.9; 160;eor
        342;202012200320;    3;   2.2; 160;eor
        342;202012200330;    3;   2.5; 180;eor
        342;202012200340;    3;   2.5; 190;eor
        342;202012200350;    3;   2.1; 170;eor
        342;202012200400;    3;   3.2; 150;eor
        342;202012200410;    3;   2.0; 170;eor
        342;202012200420;    3;   2.5; 180;eor
        342;202012200430;    3;   2.8; 160;eor
        342;202012200440;    3;   2.9; 150;eor
        342;202012200450;    3;   2.5; 150;eor
        342;202012200500;    3;   2.8; 150;eor
        342;202012200510;    3;   2.8; 150;eor
        342;202012200520;    3;   2.9; 150;eor
        342;202012200530;    3;   3.3; 160;eor
        342;202012200540;    3;   2.7; 170;eor
        342;202012200550;    3;   2.6; 170;eor
        342;202012200600;    3;   3.1; 160;eor
        342;202012200610;    3;   3.2; 160;eor
        342;202012200620;    3;   2.9; 160;eor
        342;202012200630;    3;   3.0; 170;eor
        342;202012200640;    3;   2.7; 160;eor
        342;202012200650;    3;   2.7; 170;eor
        342;202012200700;    3;   2.8; 170;eor
        342;202012200710;    3;   3.0; 170;eor
        342;202012200720;    3;   2.8; 170;eor
        342;202012200730;    3;   3.0; 180;eor
        342;202012200740;    3;   3.3; 180;eor
        342;202012200750;    3;   3.4; 180;eor
        342;202012200800;    3;   3.1; 190;eor
        342;202012200810;    3;   3.5; 190;eor
        342;202012200820;    3;   3.5; 180;eor
        342;202012200830;    3;   3.5; 180;eor
        342;202012200840;    3;   3.5; 180;eor
        342;202012200850;    3;   3.4; 180;eor
        342;202012200900;    3;   3.4; 180;eor
        342;202012200910;    3;   3.6; 170;eor
        342;202012200920;    3;   3.6; 170;eor
        342;202012200930;    3;   3.5; 180;eor
