1656058200;3.6462127968e+01;
1656058800;3.5518863760e+01;
1656059400;3.6000000000e+01;
1656060000;3.6000000000e+01;
1656060600;3.6000000000e+01;
1656061200;3.6000000000e+01;
1656061800;3.5499945810e+01;
1656062400;3.6000000000e+01;
1656063000;3.6000000000e+01;
1656063600;3.6000000000e+01;
1656064200;3.5980323082e+01;
1656064800;3.5518979303e+01;
1656065400;3.6000000000e+01;
1656066000;3.6000000000e+01;
1656066600;3.6000000000e+01;
1656067200;3.6000000000e+01;
1656067800;3.6000000000e+01;
1656068400;3.6000000000e+01;
1656069000;3.6000000000e+01;
1656069600;3.6000000000e+01;
1656070200;3.6000000000e+01;
1656070800;3.6000000000e+01;
1656071400;3.6000000000e+01;
1656072000;3.6000000000e+01;
1656072600;3.6038121590e+01;
1656073200;3.7461964477e+01;
1656073800;3.5499970285e+01;
1656074400;3.5499952153e+01;
1656075000;3.5481233225e+01;
1656075600;3.5500044995e+01;
1656076200;3.5018378893e+01;
1656076800;3.5481676902e+01;
1656077400;3.5000000000e+01;
1656078000;3.5000000000e+01;
1656078600;3.5500049332e+01;
1656079200;3.5500050992e+01;
1656079800;3.5519524428e+01;
1656080400;3.6000000000e+01;
1656081000;3.6000000000e+01;
1656081600;3.6000000000e+01;
1656082200;3.6000000000e+01;
1656082800;3.6000000000e+01;
1656083400;3.6000000000e+01;
1656084000;3.6000000000e+01;
1656084600;3.6000000000e+01;
1656085200;3.6000000000e+01;
1656085800;3.6000000000e+01;
1656086400;3.6000000000e+01;
1656087000;3.6000000000e+01;
1656087600;3.6000000000e+01;
1656088200;3.6000000000e+01;
1656088800;3.6000000000e+01;
1656089400;3.6000000000e+01;
1656090000;3.6000000000e+01;
1656090600;3.6000000000e+01;
1656091200;3.6000000000e+01;
1656091800;3.6000000000e+01;
1656092400;3.6000000000e+01;
1656093000;3.6000000000e+01;
1656093600;3.6000000000e+01;
1656094200;3.6000000000e+01;
1656094800;3.6000000000e+01;
1656095400;3.6000000000e+01;
1656096000;3.6000000000e+01;
1656096600;3.6000000000e+01;
1656097200;3.6000000000e+01;
1656097800;3.6000000000e+01;
1656098400;3.6000000000e+01;
1656099000;3.6000000000e+01;
1656099600;3.6000000000e+01;
1656100200;3.6000000000e+01;
1656100800;3.6000000000e+01;
1656101400;3.6000000000e+01;
1656102000;3.6000000000e+01;
1656102600;3.6000000000e+01;
1656103200;3.6000000000e+01;
1656103800;3.6000000000e+01;
1656104400;3.6000000000e+01;
1656105000;3.6000000000e+01;
1656105600;3.6000000000e+01;
1656106200;3.6000000000e+01;
1656106800;3.6000000000e+01;
1656107400;3.6000000000e+01;
1656108000;3.6000000000e+01;
1656108600;3.6000000000e+01;
1656109200;3.6000000000e+01;
1656109800;3.6000000000e+01;
1656110400;3.5499966827e+01;
1656111000;3.5499946763e+01;
1656111600;3.5480967617e+01;
1656112200;3.5000000000e+01;
1656112800;3.5000000000e+01;
1656113400;3.5000000000e+01;
1656114000;3.5000000000e+01;
1656114600;3.5018382780e+01;
1656115200;3.5481664768e+01;
1656115800;3.5000000000e+01;
1656116400;3.5000000000e+01;
1656117000;3.5000000000e+01;
1656117600;3.5000000000e+01;
1656118200;3.5000000000e+01;
1656118800;3.5000000000e+01;
1656119400;3.5000000000e+01;
1656120000;3.5000000000e+01;
1656120600;3.5000000000e+01;
1656121200;3.5000000000e+01;
1656121800;3.5019001377e+01;
1656122400;3.5499955500e+01;
1656123000;3.6000000000e+01;
1656123600;3.5481224983e+01;
1656124200;3.5518491358e+01;
1656124800;3.5499952042e+01;
1656125400;3.5481701908e+01;
1656126000;3.5000000000e+01;
1656126600;3.5000000000e+01;
1656127200;3.5000000000e+01;
1656127800;3.5000000000e+01;
1656128400;3.5000000000e+01;
1656129000;3.5000000000e+01;
1656129600;3.5000000000e+01;
1656130200;3.5019145388e+01;
1656130800;3.5499952460e+01;
1656131400;3.5499910100e+01;
1656132000;3.5481130487e+01;
1656132600;3.5000000000e+01;
1656133200;3.5000000000e+01;
1656133800;3.5000000000e+01;
1656134400;3.5000000000e+01;
1656135000;3.5000000000e+01;
1656135600;3.5000000000e+01;
1656136200;3.5000000000e+01;
1656136800;3.5500007682e+01;
1656137400;3.5000000000e+01;
1656138000;3.5019399855e+01;
1656138600;3.5480647007e+01;
1656139200;3.5500059603e+01;
1656139800;3.5000000000e+01;
1656140400;3.5500047523e+01;
1656141000;3.5500165768e+01;
1656141600;3.5500043942e+01;
1656142200;3.5000000000e+01;
1656142800;3.5018551540e+01;
1656143400;3.6000000000e+01;
1656144000;3.6000000000e+01;
1656144600;3.5980153737e+01;
1656145200;3.5500070842e+01;
1656145800;3.5519741510e+01;
1656146400;3.6000000000e+01;
1656147000;3.6000000000e+01;
1656147600;3.6000000000e+01;
1656148200;3.6000000000e+01;
1656148800;3.5980781442e+01;
1656149400;3.5519169012e+01;
1656150000;3.6000000000e+01;
1656150600;3.6000000000e+01;
1656151200;3.6000000000e+01;
1656151800;3.5981270723e+01;
1656152400;3.5518698335e+01;
1656153000;3.6000000000e+01;
1656153600;3.6000000000e+01;
1656154200;3.5981805442e+01;
1656154800;3.5519815415e+01;
1656155400;3.6000000000e+01;
1656156000;3.6000000000e+01;
1656156600;3.6000000000e+01;
1656157200;3.6000000000e+01;
1656157800;3.6000000000e+01;
1656158400;3.6000000000e+01;
1656159000;3.6000000000e+01;
1656159600;3.6000000000e+01;
1656160200;3.6000000000e+01;
1656160800;3.6000000000e+01;
1656161400;3.6000000000e+01;
1656162000;3.6000000000e+01;
1656162600;3.6000000000e+01;
1656163200;3.6000000000e+01;
1656163800;3.6000000000e+01;
1656164400;3.6000000000e+01;
1656165000;3.6000000000e+01;
1656165600;3.6000000000e+01;
1656166200;3.6000000000e+01;
1656166800;3.6000000000e+01;
1656167400;3.6000000000e+01;
1656168000;3.6000000000e+01;
1656168600;3.6000000000e+01;
1656169200;3.6000000000e+01;
1656169800;3.6000000000e+01;
1656170400;3.6000000000e+01;
1656171000;3.6000000000e+01;
1656171600;3.6000000000e+01;
1656172200;3.6000000000e+01;
1656172800;3.6000000000e+01;
1656173400;3.6000000000e+01;
1656174000;3.6000000000e+01;
1656174600;3.6000000000e+01;
1656175200;3.6000000000e+01;
1656175800;3.6000000000e+01;
1656176400;3.6000000000e+01;
1656177000;3.6000000000e+01;
1656177600;3.6000000000e+01;
1656178200;3.6000000000e+01;
1656178800;3.6000000000e+01;
1656179400;3.6000000000e+01;
1656180000;3.6000000000e+01;
1656180600;3.6000000000e+01;
1656181200;3.6000000000e+01;
1656181800;3.6000000000e+01;
1656182400;3.6000000000e+01;
1656183000;3.6000000000e+01;
1656183600;3.6000000000e+01;
1656184200;3.6000000000e+01;
1656184800;3.6000000000e+01;
1656185400;3.6000000000e+01;
1656186000;3.6000000000e+01;
1656186600;3.6000000000e+01;
1656187200;3.6000000000e+01;
1656187800;3.6000000000e+01;
1656188400;3.6000000000e+01;
1656189000;3.6000000000e+01;
1656189600;3.6000000000e+01;
1656190200;3.6000000000e+01;
1656190800;3.6000000000e+01;
1656191400;3.6000000000e+01;
1656192000;3.6000000000e+01;
1656192600;3.6000000000e+01;
1656193200;3.6000000000e+01;
1656193800;3.6000000000e+01;
1656194400;3.6000000000e+01;
1656195000;3.6000000000e+01;
1656195600;3.6000000000e+01;
1656196200;3.6000000000e+01;
1656196800;3.6000000000e+01;
1656197400;3.6000000000e+01;
1656198000;3.6000000000e+01;
1656198600;3.6000000000e+01;
1656199200;3.6000000000e+01;
1656199800;3.6000000000e+01;
1656200400;3.6000000000e+01;
1656201000;3.6000000000e+01;
1656201600;3.5980309482e+01;
1656202200;3.5000000000e+01;
1656202800;3.5000000000e+01;
1656203400;3.5500247068e+01;
1656204000;3.5019124770e+01;
1656204600;3.6000000000e+01;
1656205200;3.5480992900e+01;
1656205800;3.5500038467e+01;
1656206400;3.5000000000e+01;
1656207000;3.5000000000e+01;
1656207600;3.5000000000e+01;
1656208200;3.5018517357e+01;
1656208800;3.5481504632e+01;
1656209400;3.5000000000e+01;
1656210000;3.5018240838e+01;
1656210600;3.5480158242e+01;
1656211200;3.5000000000e+01;
1656211800;3.5000000000e+01;
1656212400;3.5000000000e+01;
1656213000;3.5019483062e+01;
1656213600;3.5480646792e+01;
1656214200;3.5019257172e+01;
1656214800;3.5499932213e+01;
1656215400;3.5481003215e+01;
1656216000;3.5000000000e+01;
